Make,Model,Year,Engine HP,Engine Cylinders,Transmission Type,Vehicle Size,Vehicle Style,city mpg,highway MPG,MSRP
infiniti,g37 convertible,2010,325.0,6.0,manual,midsize,convertible,16,24,46950
chevrolet,corvette,2017,460.0,8.0,manual,compact,coupe,16,25,64905
land rover,range rover,2015,510.0,8.0,automatic,large,4dr suv,13,19,118845
subaru,impreza wrx,2013,305.0,4.0,manual,compact,sedan,17,23,34295
acura,tsx sport wagon,2012,201.0,4.0,automatic,midsize,wagon,22,30,31360
mazda,tribute,2009,240.0,6.0,automatic,compact,4dr suv,17,24,27635
pontiac,firebird,2002,310.0,8.0,automatic,midsize,convertible,16,23,32095
land rover,lr4,2016,340.0,6.0,automatic,midsize,4dr suv,15,19,60600
bmw,3 series,2016,180.0,4.0,automatic,midsize,sedan,30,40,41850
chevrolet,s-10 blazer,1993,165.0,6.0,manual,compact,2dr suv,16,22,2000
volvo,xc60,2015,302.0,4.0,automatic,midsize,4dr suv,22,30,41450
chevrolet,express,2015,285.0,8.0,automatic,midsize,passenger van,11,17,34485
dodge,charger,2016,485.0,8.0,automatic,large,sedan,15,25,50995
lexus,hs 250h,2010,187.0,4.0,automatic,midsize,sedan,35,34,37420
dodge,dakota,2009,210.0,6.0,manual,compact,crew cab pickup,15,19,28210
volkswagen,jetta hybrid,2013,170.0,4.0,automated_manual,midsize,sedan,42,48,26990
aston martin,v8 vantage,2015,430.0,8.0,manual,compact,coupe,13,19,132995
buick,lucerne,2009,227.0,6.0,automatic,large,sedan,17,26,34670
chevrolet,equinox,2015,182.0,4.0,automatic,compact,4dr suv,20,29,26270
hyundai,tucson,2015,182.0,4.0,automatic,compact,4dr suv,21,28,23700
lotus,elise,2011,217.0,4.0,manual,compact,convertible,20,26,57950
volvo,850,1996,168.0,5.0,manual,midsize,sedan,18,26,2000
chevrolet,c/k 2500 series,1998,255.0,8.0,manual,large,regular cab pickup,12,18,3090
ford,mustang,2016,435.0,8.0,manual,midsize,coupe,15,25,32395
ford,explorer,2015,290.0,6.0,automatic,midsize,4dr suv,17,23,35000
mercedes-benz,glk-class,2014,200.0,4.0,automatic,midsize,4dr suv,24,33,38980
ford,bronco ii,1990,140.0,6.0,manual,compact,2dr suv,16,20,2000
toyota,sequoia,2015,381.0,8.0,automatic,large,4dr suv,13,17,47620
audi,q5,2016,245.0,4.0,automatic,midsize,4dr suv,24,30,52500
gmc,sierra 1500 hybrid,2013,332.0,8.0,automatic,large,crew cab pickup,20,23,45155
oldsmobile,cutlass calais,1991,180.0,4.0,manual,compact,sedan,21,30,2000
ford,f-150,2015,385.0,8.0,automatic,large,crew cab pickup,15,21,55305
bmw,4 series,2015,240.0,4.0,automatic,midsize,coupe,22,33,42750
kia,optima,2014,274.0,4.0,automatic,midsize,sedan,20,31,27500
subaru,baja,2004,165.0,4.0,manual,compact,crew cab pickup,19,25,21995
chevrolet,hhr,2010,155.0,4.0,manual,compact,wagon,22,32,19720
acura,rl,2011,300.0,6.0,automatic,midsize,sedan,17,24,55150
gmc,sierra 1500 classic,2007,285.0,8.0,automatic,large,crew cab pickup,14,18,30340
nissan,370z,2017,332.0,6.0,manual,compact,convertible,17,24,48100
mazda,cx-5,2016,184.0,4.0,automatic,midsize,4dr suv,26,33,28220
volvo,v60 cross country,2016,250.0,5.0,automatic,midsize,wagon,20,28,44850
bmw,2 series,2016,240.0,4.0,automatic,compact,convertible,23,34,38650
mitsubishi,eclipse,2010,162.0,4.0,automatic,compact,2dr hatchback,20,27,24699
mazda,929,1993,195.0,6.0,automatic,midsize,sedan,17,22,2000
chevrolet,caprice,1994,200.0,8.0,automatic,large,sedan,16,24,2000
volkswagen,gti,2013,200.0,4.0,manual,compact,2dr hatchback,21,31,26795
volkswagen,new beetle,2008,150.0,5.0,automatic,compact,2dr hatchback,20,29,18550
volkswagen,gli,2009,200.0,4.0,manual,compact,sedan,21,31,24770
chevrolet,colorado,2012,300.0,8.0,automatic,compact,extended cab pickup,14,20,27010
toyota,pickup,1994,150.0,6.0,manual,compact,extended cab pickup,14,17,2699
dodge,durango,2015,290.0,6.0,automatic,large,4dr suv,18,25,40995
infiniti,fx,2012,303.0,6.0,automatic,midsize,4dr suv,16,23,43700
mercedes-benz,e-class,2016,195.0,4.0,automatic,midsize,sedan,27,38,55150
acura,tlx,2016,290.0,6.0,automatic,midsize,sedan,21,34,42600
audi,90,1994,172.0,6.0,manual,compact,sedan,18,24,2000
ford,fusion,2016,231.0,4.0,automatic,midsize,sedan,22,33,31270
honda,ridgeline,2013,250.0,6.0,automatic,large,crew cab pickup,15,21,37380
mitsubishi,mirage,2014,74.0,3.0,manual,compact,4dr hatchback,34,42,14195
dodge,ram pickup 1500,2010,310.0,8.0,automatic,large,crew cab pickup,14,19,31020
dodge,avenger,2013,173.0,4.0,automatic,midsize,sedan,20,31,22595
nissan,versa,2015,109.0,4.0,automatic,compact,sedan,31,40,16890
mercedes-benz,e-class,2017,241.0,4.0,automatic,midsize,sedan,22,29,54650
suzuki,xl7,2008,252.0,6.0,automatic,midsize,4dr suv,16,22,27499
honda,passport,2002,205.0,6.0,automatic,midsize,4dr suv,15,20,24450
volkswagen,beetle convertible,2015,150.0,4.0,manual,compact,convertible,30,40,31125
mitsubishi,galant,2010,160.0,4.0,automatic,midsize,sedan,21,30,23999
volkswagen,routan,2010,251.0,6.0,automatic,midsize,passenger minivan,17,25,38600
honda,cr-v,2014,185.0,4.0,automatic,compact,4dr suv,23,31,25220
nissan,rogue,2017,170.0,4.0,automatic,midsize,4dr suv,25,32,25170
volvo,850,1996,168.0,5.0,manual,midsize,sedan,18,26,2000
suzuki,forenza,2007,127.0,4.0,manual,compact,wagon,19,27,15849
gmc,acadia,2016,281.0,6.0,automatic,midsize,4dr suv,15,22,34175
cadillac,ats,2015,321.0,6.0,automatic,compact,sedan,18,26,46660
volkswagen,eos,2015,200.0,4.0,automated_manual,compact,convertible,22,30,39545
nissan,frontier,2017,261.0,6.0,automatic,compact,extended cab pickup,16,23,25200
honda,pilot,2015,250.0,6.0,automatic,midsize,4dr suv,17,24,36970
buick,terraza,2006,201.0,6.0,automatic,midsize,passenger minivan,16,23,27250
volvo,xc90,2016,250.0,4.0,automatic,large,4dr suv,22,26,49350
acura,nsx,2005,290.0,6.0,manual,compact,coupe,16,22,89000
volkswagen,cc,2015,200.0,4.0,automated_manual,midsize,sedan,22,31,38085
acura,ilx,2017,201.0,4.0,automated_manual,compact,sedan,25,35,27990
chevrolet,colorado,2015,200.0,4.0,automatic,compact,crew cab pickup,20,27,27110
cadillac,xt5,2017,310.0,6.0,automatic,midsize,4dr suv,18,26,54390
ford,flex,2017,287.0,6.0,automatic,large,wagon,16,22,40180
dodge,caliber,2010,158.0,4.0,manual,compact,wagon,23,31,16880
chevrolet,cruze,2015,138.0,4.0,automatic,midsize,sedan,22,35,18870
cadillac,escalade,2015,420.0,8.0,automatic,large,4dr suv,15,21,75570
lamborghini,murcielago,2008,632.0,12.0,automated_manual,compact,convertible,9,14,378200
infiniti,qx,2013,400.0,8.0,automatic,large,4dr suv,14,20,64450
mercedes-benz,e-class,2016,195.0,4.0,automatic,midsize,sedan,28,42,52650
ford,taurus x,2008,260.0,6.0,automatic,large,wagon,15,22,32600
infiniti,q70,2015,360.0,6.0,automatic,large,sedan,29,34,55900
infiniti,m,2012,360.0,6.0,automatic,large,sedan,27,32,53700
pontiac,le mans,1991,74.0,4.0,manual,compact,coupe,27,36,2000
mazda,mx-5 miata,2014,158.0,4.0,automatic,compact,convertible,21,28,25980
hyundai,sonata,2015,185.0,4.0,automatic,midsize,sedan,24,35,23175
chevrolet,colorado,2015,200.0,4.0,automatic,compact,extended cab pickup,19,25,31555
mercedes-benz,s-class,2015,449.0,8.0,automatic,large,sedan,17,26,94400
chevrolet,silverado 1500,2016,285.0,6.0,automatic,large,extended cab pickup,17,22,36850
volvo,v60,2016,325.0,6.0,automatic,midsize,wagon,18,27,49200
ford,transit connect,2017,169.0,4.0,automatic,compact,cargo minivan,20,27,23900
mazda,b-series truck,2008,143.0,4.0,manual,compact,regular cab pickup,21,26,15535
mazda,mpv,2004,200.0,6.0,automatic,compact,passenger minivan,16,23,23490
infiniti,qx70,2015,325.0,6.0,automatic,midsize,4dr suv,16,22,47300
dodge,stratus,2005,200.0,6.0,automatic,midsize,sedan,19,25,21735
chevrolet,cruze limited,2016,138.0,4.0,automatic,midsize,sedan,26,38,20195
volkswagen,beetle convertible,2016,210.0,4.0,automated_manual,compact,convertible,23,31,30890
mercedes-benz,gla-class,2017,375.0,4.0,automatic,compact,4dr suv,22,28,49900
toyota,camry hybrid,2017,200.0,4.0,automatic,midsize,sedan,40,37,30140
chevrolet,suburban,2015,355.0,8.0,automatic,large,4dr suv,16,23,63785
kia,rio,2017,138.0,4.0,automatic,compact,4dr hatchback,27,36,15495
hyundai,santa fe,2017,290.0,6.0,automatic,midsize,4dr suv,17,23,39400
ford,transit wagon,2015,275.0,6.0,automatic,large,passenger van,14,19,33930
bugatti,veyron 16.4,2009,1001.0,16.0,automated_manual,compact,coupe,8,14,1705769
mazda,cx-9,2016,227.0,4.0,automatic,large,4dr suv,21,27,33320
ford,explorer sport trac,2008,210.0,6.0,automatic,compact,crew cab pickup,13,19,30015
mercedes-benz,c36 amg,1995,268.0,6.0,automatic,compact,sedan,16,20,3555
ford,transit connect,2016,169.0,4.0,automatic,compact,cargo minivan,21,29,24200
nissan,sentra,2017,124.0,4.0,automatic,midsize,sedan,29,37,17990
volkswagen,jetta sportwagen,2014,170.0,5.0,automatic,compact,wagon,23,30,24885
mitsubishi,montero sport,2003,197.0,6.0,automatic,midsize,4dr suv,14,17,32887
fiat,500,2017,101.0,4.0,automatic,compact,convertible,27,33,20885
ford,transit wagon,2017,275.0,6.0,automatic,large,passenger van,14,19,37120
chevrolet,spark,2015,84.0,4.0,automatic,compact,4dr hatchback,30,39,13580
chevrolet,cavalier,2005,140.0,4.0,manual,compact,sedan,23,33,17710
suzuki,sidekick,1996,95.0,4.0,manual,compact,4dr suv,21,24,2000
chevrolet,uplander,2007,240.0,6.0,automatic,midsize,passenger minivan,16,23,33050
toyota,tacoma,2017,278.0,6.0,manual,compact,crew cab pickup,17,20,33075
bmw,4 series,2016,300.0,6.0,automatic,midsize,coupe,20,30,50150
plymouth,breeze,1998,132.0,4.0,manual,midsize,sedan,23,33,2000
chevrolet,suburban,2015,355.0,8.0,automatic,large,4dr suv,15,22,57205
toyota,rav4,2016,176.0,4.0,automatic,midsize,4dr suv,22,29,27670
infiniti,g35,2008,306.0,6.0,manual,midsize,sedan,17,25,33050
cadillac,escalade hybrid,2013,332.0,8.0,automatic,large,4dr suv,20,23,76975
mitsubishi,endeavor,2011,225.0,6.0,automatic,midsize,4dr suv,15,21,32099
lotus,exige,2011,240.0,4.0,manual,compact,coupe,20,26,65690
chevrolet,hhr,2009,155.0,4.0,automatic,compact,wagon,22,30,21030
volkswagen,passat,2016,170.0,4.0,automatic,midsize,sedan,25,38,24750
honda,accord,2015,185.0,4.0,automatic,midsize,coupe,26,35,28495
chevrolet,silverado 1500,2015,285.0,6.0,automatic,large,regular cab pickup,17,22,32095
honda,civic,2017,174.0,4.0,automatic,midsize,sedan,32,42,26600
ford,f-250,1999,220.0,8.0,manual,large,extended cab pickup,12,16,3542
cadillac,sts,2009,302.0,6.0,automatic,large,sedan,17,26,46845
mercedes-benz,cla-class,2016,375.0,4.0,automated_manual,midsize,sedan,23,31,49500
mercedes-benz,190-class,1991,158.0,6.0,manual,compact,sedan,17,25,2000
hyundai,excel,1992,81.0,4.0,manual,compact,2dr hatchback,25,33,2000
volvo,s70,1999,162.0,5.0,manual,midsize,sedan,19,26,2172
toyota,camry,2015,178.0,4.0,automatic,midsize,sedan,25,35,23840
maybach,landaulet,2012,620.0,12.0,automatic,large,convertible,10,16,1382750
lincoln,mkz,2016,188.0,4.0,automatic,midsize,sedan,41,39,45605
dodge,ram 50 pickup,1991,116.0,4.0,manual,compact,extended cab pickup,17,22,2000
chevrolet,lumina,1999,160.0,6.0,automatic,midsize,sedan,17,26,2000
infiniti,g37 coupe,2010,330.0,6.0,automatic,midsize,coupe,18,25,39150
suzuki,verona,2006,155.0,6.0,automatic,midsize,sedan,17,25,20299
hyundai,tiburon,2006,172.0,6.0,automatic,compact,2dr hatchback,17,24,21195
volvo,s80,2016,240.0,4.0,automatic,midsize,sedan,25,37,43450
honda,pilot,2017,280.0,6.0,automatic,midsize,4dr suv,18,26,34830
chevrolet,traverse,2017,288.0,6.0,automatic,midsize,4dr suv,15,22,44045
toyota,corolla,2015,132.0,4.0,automatic,compact,sedan,29,38,18565
nissan,cube,2012,122.0,4.0,automatic,compact,wagon,27,31,17580
oldsmobile,alero,2004,140.0,4.0,automatic,midsize,sedan,21,31,18485
nissan,truck,1995,134.0,4.0,manual,compact,regular cab pickup,19,24,2000
pontiac,montana,2004,185.0,6.0,automatic,compact,passenger minivan,17,24,23335
toyota,4runner,2014,270.0,6.0,automatic,midsize,4dr suv,17,22,38645
ford,gt,2006,550.0,8.0,manual,compact,coupe,12,19,149995
toyota,pickup,1993,150.0,6.0,manual,compact,extended cab pickup,14,17,2550
honda,cr-z,2016,130.0,4.0,manual,compact,2dr hatchback,31,38,24440
chevrolet,s-10 blazer,1994,165.0,6.0,manual,midsize,4dr suv,15,20,2000
chevrolet,silverado 1500,2016,285.0,6.0,automatic,large,extended cab pickup,18,24,31120
lincoln,navigator,2015,365.0,6.0,automatic,large,4dr suv,15,20,63645
bmw,6 series gran coupe,2015,445.0,8.0,automatic,large,sedan,17,25,89600
maserati,quattroporte,2017,404.0,6.0,automatic,large,sedan,16,23,109500
honda,pilot,2017,280.0,6.0,automatic,midsize,4dr suv,19,26,47070
gmc,envoy xuv,2005,275.0,6.0,automatic,large,4dr suv,13,18,33865
plymouth,laser,1993,195.0,4.0,manual,compact,2dr hatchback,19,26,2000
hyundai,santa fe,2017,290.0,6.0,automatic,midsize,4dr suv,17,22,36700
lexus,es 330,2005,225.0,6.0,automatic,midsize,sedan,18,27,32175
bmw,z3,2000,193.0,6.0,manual,compact,2dr hatchback,17,24,4697
acura,mdx,2017,290.0,6.0,automatic,midsize,4dr suv,20,27,54400
infiniti,q70,2016,330.0,6.0,automatic,large,sedan,18,24,52000
acura,legend,1995,200.0,6.0,automatic,midsize,sedan,17,22,2144
mercedes-benz,300-class,1991,158.0,6.0,automatic,midsize,sedan,17,22,2000
volkswagen,beetle,2015,170.0,4.0,automatic,compact,2dr hatchback,25,33,21795
mitsubishi,lancer,2015,237.0,4.0,automated_manual,compact,sedan,18,25,29495
dodge,magnum,2007,250.0,6.0,automatic,large,wagon,15,22,29860
lexus,rx 450h,2015,295.0,6.0,automatic,midsize,4dr suv,32,28,47620
dodge,grand caravan,2015,283.0,6.0,automatic,midsize,passenger minivan,17,25,25245
hyundai,tiburon,2007,172.0,6.0,manual,compact,2dr hatchback,17,24,19395
suzuki,kizashi,2012,185.0,4.0,manual,midsize,sedan,20,29,22249
gmc,typhoon,1993,285.0,6.0,automatic,compact,2dr suv,13,17,6890
saab,9-2x,2005,165.0,4.0,manual,compact,wagon,20,27,22990
volkswagen,cabrio,2002,115.0,4.0,manual,compact,convertible,21,28,22300
suzuki,swift,2001,79.0,4.0,automatic,compact,2dr hatchback,26,31,9949
chevrolet,corvette,2017,455.0,8.0,manual,compact,convertible,16,25,63905
volvo,740,1990,114.0,4.0,manual,midsize,sedan,19,26,2000
bmw,m,2001,315.0,6.0,manual,compact,convertible,15,23,45990
hyundai,genesis,2014,333.0,6.0,automatic,large,sedan,18,27,35200
pontiac,montana sv6,2006,196.0,6.0,automatic,midsize,passenger minivan,15,21,27750
dodge,magnum,2008,340.0,8.0,automatic,large,wagon,15,23,31780
oldsmobile,cutlass calais,1991,110.0,4.0,manual,compact,coupe,19,31,2000
volvo,v60,2016,240.0,4.0,automatic,midsize,wagon,25,29,41750
hyundai,scoupe,1993,115.0,4.0,manual,compact,coupe,23,29,2000
chevrolet,traverse,2016,281.0,6.0,automatic,midsize,4dr suv,15,22,28700
volkswagen,golf gti,2017,220.0,4.0,manual,compact,4dr hatchback,24,34,30890
lexus,es 300,2001,210.0,6.0,automatic,midsize,sedan,17,24,31505
dodge,challenger,2017,375.0,8.0,manual,large,coupe,15,23,40140
mazda,6,2017,184.0,4.0,automatic,midsize,sedan,26,35,30695
honda,cr-v,2014,185.0,4.0,automatic,compact,4dr suv,22,30,29820
chevrolet,silverado 1500,2015,285.0,6.0,automatic,large,regular cab pickup,18,24,31750
dodge,journey,2015,173.0,4.0,automatic,midsize,4dr suv,19,26,20695
ford,f-250,1997,220.0,8.0,manual,large,regular cab pickup,12,17,3394
lincoln,mark lt,2008,300.0,8.0,automatic,large,crew cab pickup,13,17,41715
hyundai,santa fe sport,2015,264.0,4.0,automatic,midsize,4dr suv,18,24,33000
mercedes-benz,c-class,2017,469.0,8.0,automatic,midsize,sedan,18,24,65200
toyota,tundra,2015,381.0,8.0,automatic,large,crew cab pickup,13,18,44925
lexus,rx 350,2015,270.0,6.0,automatic,midsize,4dr suv,18,26,48710
infiniti,m37,2011,330.0,6.0,automatic,large,sedan,17,24,49200
toyota,tundra,2015,310.0,8.0,automatic,large,extended cab pickup,15,19,30160
volkswagen,beetle convertible,2015,150.0,4.0,manual,compact,convertible,30,40,29675
lexus,nx 300h,2016,194.0,4.0,automatic,midsize,4dr suv,33,30,41310
toyota,pickup,1995,150.0,6.0,manual,compact,regular cab pickup,14,17,2539
oldsmobile,silhouette,2004,185.0,6.0,automatic,midsize,passenger minivan,16,22,36795
lexus,rx 400h,2008,268.0,6.0,automatic,midsize,4dr suv,26,24,43480
cadillac,escalade esv,2015,420.0,8.0,automatic,large,4dr suv,14,20,94875
infiniti,g37 sedan,2010,328.0,6.0,automatic,midsize,sedan,18,25,43550
dodge,dakota,2008,210.0,6.0,automatic,compact,extended cab pickup,14,18,29095
cadillac,cts-v,2016,640.0,8.0,automatic,large,sedan,14,21,83995
dodge,charger,2015,292.0,6.0,automatic,large,sedan,18,27,32995
land rover,lr2,2013,240.0,4.0,automatic,compact,4dr suv,17,24,41500
chevrolet,trailblazer,2007,395.0,8.0,automatic,midsize,4dr suv,13,17,31320
cadillac,xts,2015,304.0,6.0,automatic,large,sedan,18,28,44660
lotus,esprit,2002,350.0,8.0,manual,compact,coupe,14,21,89825
volkswagen,beetle,2015,210.0,4.0,manual,compact,2dr hatchback,23,31,30525
audi,100,1993,172.0,6.0,automatic,midsize,wagon,16,20,2000
volkswagen,jetta,2016,150.0,4.0,manual,midsize,sedan,28,39,18995
toyota,tundra,2017,381.0,8.0,automatic,large,crew cab pickup,13,18,46980
suzuki,aerio,2005,155.0,4.0,automatic,compact,sedan,22,28,16049
hummer,h3t,2009,300.0,8.0,automatic,compact,crew cab pickup,13,16,36015
volvo,850,1996,168.0,5.0,manual,midsize,wagon,18,26,2000
chevrolet,impala limited,2014,300.0,6.0,automatic,large,sedan,18,30,26840
ford,f-250,1998,220.0,8.0,automatic,large,extended cab pickup,13,18,3096
chevrolet,silverado 1500 hybrid,2011,332.0,8.0,automatic,large,crew cab pickup,20,23,38725
chevrolet,chevy van,1998,200.0,6.0,automatic,midsize,cargo van,13,18,2052
nissan,pathfinder,2016,260.0,6.0,automatic,large,4dr suv,19,26,31520
chrysler,sebring,2009,173.0,4.0,automatic,midsize,sedan,21,30,23040
toyota,rav4 hybrid,2016,194.0,4.0,automatic,midsize,4dr suv,34,31,33610
dodge,ram pickup 1500,2009,390.0,8.0,automatic,large,crew cab pickup,14,20,40270
ford,f-150,2015,282.0,6.0,automatic,large,regular cab pickup,18,25,31625
toyota,tundra,2015,381.0,8.0,automatic,large,extended cab pickup,13,18,30010
lincoln,navigator,2016,380.0,6.0,automatic,large,4dr suv,15,19,69135
chevrolet,beretta,1994,120.0,4.0,manual,compact,coupe,22,31,2000
pontiac,vibe,2010,158.0,4.0,manual,compact,4dr hatchback,21,28,20875
infiniti,g coupe,2013,330.0,6.0,automatic,midsize,coupe,18,25,42050
nissan,titan,2015,317.0,8.0,automatic,large,extended cab pickup,13,18,29640
chevrolet,corvette,2015,455.0,8.0,manual,compact,coupe,17,29,55000
volkswagen,jetta,2016,150.0,4.0,automatic,midsize,sedan,28,39,18780
ford,flex,2016,287.0,6.0,automatic,large,wagon,16,22,34250
suzuki,xl-7,2005,185.0,6.0,automatic,midsize,4dr suv,16,21,23399
mazda,mx-5 miata,2016,155.0,4.0,manual,compact,convertible,27,34,24915
volkswagen,golf gti,2016,210.0,4.0,manual,compact,4dr hatchback,25,34,28625
gmc,yukon hybrid,2013,332.0,8.0,automatic,large,4dr suv,20,23,61960
gmc,sierra 1500hd,2006,300.0,8.0,automatic,large,crew cab pickup,13,16,34640
acura,tlx,2017,290.0,6.0,automatic,midsize,sedan,21,34,42600
acura,legend,1995,230.0,6.0,manual,midsize,sedan,16,24,2066
honda,odyssey,2015,248.0,6.0,automatic,large,passenger minivan,19,28,37775
lincoln,mkz,2017,245.0,4.0,automatic,midsize,sedan,20,28,36900
maserati,granturismo convertible,2016,454.0,8.0,automatic,midsize,convertible,13,20,182009
honda,accord,2015,278.0,6.0,automatic,midsize,coupe,21,32,30775
chevrolet,venture,2003,185.0,6.0,automatic,midsize,passenger minivan,17,24,30240
cadillac,xts,2017,304.0,6.0,automatic,large,sedan,18,28,49295
dodge,dart,2016,160.0,4.0,manual,midsize,sedan,27,39,21095
infiniti,qx70,2016,325.0,6.0,automatic,midsize,4dr suv,17,24,45850
ford,edge,2015,245.0,4.0,automatic,midsize,4dr suv,20,30,31500
volkswagen,golf sportwagen,2015,170.0,4.0,automatic,compact,wagon,25,35,22495
chevrolet,silverado 1500,2017,355.0,8.0,automatic,large,crew cab pickup,16,22,43950
hyundai,elantra gt,2015,173.0,4.0,automatic,compact,4dr hatchback,24,33,19800
suzuki,aerio,2005,155.0,4.0,automatic,compact,sedan,21,26,16549
subaru,wrx,2015,268.0,4.0,manual,compact,sedan,21,28,26295
audi,s4,2016,333.0,6.0,manual,midsize,sedan,17,26,49200
ford,fiesta,2015,120.0,4.0,manual,compact,4dr hatchback,28,36,16085
pontiac,montana,2005,200.0,6.0,automatic,midsize,passenger minivan,15,21,30210
toyota,tacoma,2017,278.0,6.0,automatic,compact,crew cab pickup,18,23,35315
lotus,evora,2014,345.0,6.0,manual,compact,coupe,17,26,78750
mazda,cx-3,2016,146.0,4.0,automatic,compact,4dr suv,29,35,24990
volkswagen,beetle convertible,2015,150.0,4.0,manual,compact,convertible,30,40,30295
infiniti,m,2013,330.0,6.0,automatic,large,sedan,18,26,48700
suzuki,aerio,2006,155.0,4.0,automatic,compact,wagon,22,28,15499
honda,cr-v,2014,185.0,4.0,automatic,compact,4dr suv,22,30,26470
hyundai,elantra touring,2012,138.0,4.0,automatic,compact,4dr hatchback,23,30,20295
chevrolet,caprice,1995,260.0,8.0,automatic,large,wagon,15,23,2000
plymouth,colt,1993,92.0,4.0,manual,compact,coupe,28,36,2000
nissan,versa,2016,109.0,4.0,automatic,compact,sedan,31,40,15580
ford,transit wagon,2017,275.0,6.0,automatic,midsize,passenger van,14,19,38015
honda,civic,2017,174.0,4.0,automatic,compact,coupe,31,40,23525
