Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Toyota,Corolla,2017,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,36,28,2031,18935
Toyota,Matrix,2013,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,28,21,2031,20265
Land Rover,LR2,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,36600
Chevrolet,TrailBlazer,2007,regular unleaded,291.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,20,14,1385,27340
Dodge,Dakota,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Compact,Crew Cab Pickup,20,15,1851,26405
Nissan,Altima,2017,regular unleaded,179.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,39,27,2009,25460
Toyota,Prius,2016,regular unleaded,121.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,53,58,2031,24700
Pontiac,G3,2009,regular unleaded,106.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,27,210,14335
Nissan,Frontier,2016,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,21,15,2009,26640
Ford,Bronco II,1990,regular unleaded,140.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,20,15,5657,2000
FIAT,500X,2017,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,29,21,819,25235
Cadillac,ATS,2016,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,28,19,1624,49210
Chevrolet,Equinox,2017,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,28,20,1385,28500
Cadillac,XTS,2015,regular unleaded,304.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,26,17,1624,64245
Toyota,Tacoma,2015,regular unleaded,236.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,21,17,2031,25060
Chevrolet,Express,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Passenger Van,17,11,1385,36355
Dodge,Ramcharger,1991,regular unleaded,170.0,8.0,AUTOMATIC,rear wheel drive,2.0,,Midsize,2dr SUV,12,11,1851,2000
Mercedes-Benz,C-Class,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,24,617,40400
Lotus,Elise,2009,premium unleaded (required),189.0,4.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,27,21,613,47250
Subaru,Crosstrek,2016,regular unleaded,148.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,23,640,21595
Buick,Verano,2015,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,32,21,155,27050
Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,3.0,,Large,Extended Cab Pickup,17,12,5657,2787
Chrysler,Voyager,2002,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,24,17,1013,16430
Aston Martin,DB9,2013,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,19,13,259,183700
Kia,Sorento,2015,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,18,1720,36700
Mercedes-Benz,S-Class,2016,premium unleaded (required),449.0,8.0,AUTOMATIC,all wheel drive,2.0,"Luxury,High-Performance",Large,Coupe,24,16,617,121550
Lamborghini,Gallardo,2013,premium unleaded (required),570.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,Factory Tuner,High-Performance",Compact,Convertible,20,13,1158,248000
Maserati,Ghibli,2016,premium unleaded (required),345.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Midsize,Sedan,24,17,238,70600
Pontiac,Montana,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,24,17,210,24165
Lincoln,MKS,2014,regular unleaded,304.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,19,61,38850
Mercedes-Benz,500-Class,1993,regular unleaded,315.0,8.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Large,Coupe,16,12,617,3176
GMC,Sierra 1500,2017,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,22,16,549,45390
Nissan,350Z,2009,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009,39220
Plymouth,Colt,1994,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,35,28,535,2000
Suzuki,XL7,2009,regular unleaded,252.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,23,16,481,29930
Bentley,Continental GT,2016,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,24,14,520,231800
Kia,Forte,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Compact,Sedan,35,24,1720,19990
Suzuki,Sidekick,1997,regular unleaded,95.0,4.0,MANUAL,four wheel drive,4.0,,Compact,4dr SUV,24,21,481,2000
Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,29,23,2031,34750
Honda,Pilot,2017,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,2202,43470
Buick,Encore,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,25,155,24065
Infiniti,G Sedan,2012,premium unleaded (recommended),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,25,18,190,41850
Suzuki,Aerio,2006,regular unleaded,155.0,4.0,AUTOMATIC,all wheel drive,4.0,,Compact,Sedan,26,21,481,16099
GMC,Terrain,2015,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,29,20,549,28310
Ford,Ranger,2010,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Regular Cab Pickup,27,22,5657,18960
Lotus,Elise,2009,premium unleaded (required),189.0,4.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,27,21,613,43995
Lexus,GS 350,2016,premium unleaded (required),311.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,50470
Kia,Forte,2015,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,39,26,1720,17490
Lexus,LS 460,2017,premium unleaded (required),359.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,82305
Honda,Ridgeline,2014,regular unleaded,250.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,21,15,2202,37505
Hyundai,Tucson,2016,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,23,1439,22700
Mazda,Tribute Hybrid,2008,regular unleaded,133.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,30,34,586,25485
Infiniti,Q50,2015,premium unleaded (recommended),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,20,190,40000
Toyota,Camry Solara,2007,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,31,22,2031,23905
Maserati,Ghibli,2017,premium unleaded (required),404.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Midsize,Sedan,24,16,238,77200
Mitsubishi,Outlander Sport,2017,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,27,22,436,27695
Audi,RS 4,2007,premium unleaded (required),420.0,8.0,MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,20,13,3105,66000
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,28425
Ford,Escape,2015,premium unleaded (recommended),178.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,32,23,5657,29735
Mitsubishi,Eclipse,2010,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,27,20,436,21699
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Compact,Extended Cab Pickup,18,14,1851,27005
Nissan,370Z,2017,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,26,19,2009,43290
Toyota,Yaris,2017,regular unleaded,106.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,30,2031,17285
Dodge,Daytona,1991,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,31,21,1851,2000
Oldsmobile,LSS,1997,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,26,17,26,2080
Kia,Sportage,2015,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,21,1720,21900
Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,31,21,376,28900
Hyundai,Santa Fe Sport,2016,regular unleaded,190.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,1439,24950
Suzuki,XL7,2007,regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,16,481,25399
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,295.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Extended Cab Pickup,18,13,1385,31375
Porsche,Boxster,2015,premium unleaded (required),315.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,28,20,1715,63300
Suzuki,Sidekick,1997,regular unleaded,120.0,4.0,MANUAL,four wheel drive,4.0,,Compact,4dr SUV,23,19,481,2002
Chevrolet,Silverado 1500,2015,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Crew Cab Pickup,23,16,1385,42860
Audi,RS 5,2015,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,22,16,3105,79200
Chevrolet,Cavalier,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,33,23,1385,10135
Infiniti,G Coupe,2012,premium unleaded (recommended),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,27,19,190,39250
Ford,Five Hundred,2006,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,26,19,5657,24230
Toyota,Tacoma,2016,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,23,18,2031,34090
Volkswagen,Jetta,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,29280
Lincoln,Continental,2002,premium unleaded (required),275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,61,38185
Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,873,26195
Chrysler,Sebring,2008,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,30,21,1013,24415
BMW,3 Series,2017,premium unleaded (recommended),180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,35,23,3916,33450
Ford,Five Hundred,2007,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,23,17,5657,24885
BMW,3 Series Gran Turismo,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury",Midsize,4dr Hatchback,34,22,3916,43000
Ford,Tempo,1993,regular unleaded,96.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,30,21,5657,2000
Nissan,Armada,2015,regular unleaded,317.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,18,12,2009,46500
Mercedes-Benz,M-Class,2013,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,18,617,49770
Mercedes-Benz,SL-Class,2015,premium unleaded (required),621.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,21,14,617,214500
Chevrolet,Cobalt,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,37,25,1385,14990
Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,30,23,2031,24910
Volvo,S60,2016,regular unleaded,302.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,33,23,870,43300
Volkswagen,Golf SportWagen,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,31,873,31445
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,28445
Chevrolet,Silverado 1500 Hybrid,2013,regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Hybrid,Large,Crew Cab Pickup,23,20,1385,47915
Pontiac,Vibe,2010,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,32,26,210,16100
Plymouth,Grand Voyager,2000,regular unleaded,158.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,23,16,535,2267
Cadillac,SRX,2015,regular unleaded,308.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,1624,43640
Suzuki,XL7,2008,regular unleaded,252.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,481,26699
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320.0,8.0,AUTOMATIC,four wheel drive,4.0,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,41675
Honda,Crosstour,2015,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,33840
Dodge,Grand Caravan,2017,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,1851,32395
Scion,tC,2016,regular unleaded,179.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,31,23,105,24340
Hyundai,Equus,2015,premium unleaded (recommended),429.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,23,15,1439,61500
Lexus,LS 460,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,24,16,454,84500
GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,24,18,549,40025
Cadillac,XTS,2016,regular unleaded,304.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,26,17,1624,57935
Dodge,Monaco,1990,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,24,15,1851,2000
Chevrolet,Silverado 1500 Hybrid,2012,regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Hybrid,Large,Crew Cab Pickup,23,20,1385,39640
Subaru,Forester,2017,premium unleaded (required),250.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,23,640,34295
Lincoln,MKX,2016,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,17,61,55970
Ford,Edge,2015,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,30,20,5657,35600
Cadillac,ATS,2016,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,30,20,1624,41340
Dodge,Ram Wagon,2001,regular unleaded,175.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Compact,Passenger Van,15,12,1851,21345
Buick,Rendezvous,2005,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,155,26780
Infiniti,Q50,2017,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,20,190,40650
GMC,Canyon,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,25,18,549,20840
Ford,Mustang,2015,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,High-Performance,Midsize,Coupe,31,22,5657,25300
Nissan,Frontier,2016,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,21,15,2009,35610
Chevrolet,Express,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,16,11,1385,32990
Land Rover,Range Rover Sport,2015,flex-fuel (premium unleaded required/E85),340.0,6.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,Performance",Midsize,4dr SUV,23,17,258,68295
Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,3.0,,Large,Extended Cab Pickup,17,12,5657,2836
GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,24,18,549,36200
Mercedes-Benz,560-Class,1991,regular unleaded,238.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,16,12,617,2304
Chevrolet,Equinox,2017,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,32,22,1385,26750
Aston Martin,DBS,2011,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,High-Performance",Midsize,Coupe,18,12,259,273104
Ford,Transit Connect,2016,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Cargo Minivan,29,21,5657,25200
Mazda,3,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,40,29,586,18545
Acura,TSX,2014,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,22,204,33735
Chrysler,Sebring,2010,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,30,21,1013,22115
Toyota,Prius Prime,2017,regular unleaded,121.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,53,55,2031,27100
Kia,Forte,2017,regular unleaded,201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,30,25,1720,23690
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,22,17,1385,39540
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,27975
Lexus,NX 200t,2017,premium unleaded (required),235.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,27,22,454,38585
Cadillac,STS,2011,regular unleaded,302.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,27,18,1624,47280
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,32,24,481,13999
Acura,Legend,1995,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,24,16,204,2506
Mercedes-Benz,300-Class,1992,regular unleaded,177.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,22,16,617,2065
GMC,Canyon,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,27,20,549,29730
Chevrolet,Equinox,2016,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,32,22,1385,22600
Ford,Transit Connect,2016,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,28,20,5657,26825
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Passenger Minivan,23,16,2031,42880
Suzuki,Swift,1999,regular unleaded,79.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,39,33,481,2000
Dodge,Ram Van,1999,regular unleaded,175.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Compact,Cargo Van,16,14,1851,2041
Ford,F-150 Heritage,2004,regular unleaded,202.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,18,13,5657,26575
Volvo,S70,2000,regular unleaded,190.0,5.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,24,17,870,2430
Mazda,3,2017,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,36,27,586,24195
Volkswagen,Golf R,2016,premium unleaded (recommended),292.0,4.0,MANUAL,all wheel drive,4.0,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,31,22,873,37895
Cadillac,CTS Wagon,2013,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,26,18,1624,46090
Lamborghini,Aventador,2016,premium unleaded (required),700.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,18,11,1158,399500
Aston Martin,DBS,2012,premium unleaded (required),510.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Convertible,17,11,259,290461
Dodge,Grand Caravan,2017,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,1851,23995
Mitsubishi,Mighty Max Pickup,1994,regular unleaded,116.0,6.0,MANUAL,four wheel drive,2.0,,Compact,Regular Cab Pickup,20,15,436,2000
Lincoln,MKC,2017,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,25,19,61,41895
Rolls-Royce,Ghost,2012,premium unleaded (required),563.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,Performance",Large,Sedan,20,13,86,250000
Genesis,G80,2017,regular unleaded,311.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,18,21,41400
Cadillac,XTS,2016,regular unleaded,304.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,18,1624,55705
Ford,E-150,1996,regular unleaded,145.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Passenger Van,15,11,5657,2000
Toyota,Tundra,2017,regular unleaded,310.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Extended Cab Pickup,18,14,2031,33070
Buick,Enclave,2015,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,155,39050
Honda,Element,2011,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,24,19,2202,22075
Hyundai,Tucson,2016,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Crossover,Compact,4dr SUV,30,25,1439,29900
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,22,17,1385,31525
Lexus,RX 350,2017,regular unleaded,295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,19,454,50320
Volvo,S60,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,37,25,870,33300
Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,22,2031,36150
Volkswagen,Jetta SportWagen,2012,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,24,873,21295
Mercedes-Benz,C-Class,2015,premium unleaded (required),503.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,25,18,617,71900
Mitsubishi,Lancer,2017,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,33,24,436,17795
